Post date,Number of Views,Location,Company name,Job title,Category,Job type,Employment term,Required candidate level,Salary,Professional skills,Soft skills
16 April 2024,562,Yerevan,TokenWin,Training Specialist (Customer Care),Sales/service management,Full time,Permanent,Mid level,,"['Customer Service skills', 'Teaching/training experience']",[]
17 April 2024,772,Yerevan,ONE WAY TOUR,B2B վաճառքի մենեջեր,Sales/service management,Full time,Contract,Senior,,['Outgoing tourism'],['Negotiation  skills']
17 April 2024,641,Yerevan,TokenWin,Graphic Designer,UI/UX/Graphic Design,Full time,Permanent,,,"['Graphic Design', 'Figma', 'Adobe Suite']",['Teamwork']
17 April 2024,424,Yerevan,TokenWin,Senior Graphic Designer,UI/UX/Graphic Design,Full time,Permanent,Senior,,"['Graphic Design', 'Adobe Suite']",['Teamwork']
17 April 2024,788,Yerevan,Evolution,Game Presenter-Morning Shift,Communications/Journalism/PR,Full time,Permanent,Student,,['English'],['Negotiation  skills']
17 April 2024,609,Yerevan,Earlyone,Cold Caller Specialist,Sales/service management,Fixed term contract,Contract,Junior,,"['Sales', 'B2B sales']","['Communication', 'Communication skills in different languages', 'english']"
31 March 2024,1302,Yerevan,Ameriabank CJSC,Office Maintenance Team specialist,Administrative/office-work,Full time,Permanent,,,['Detail oriented'],['Responsibility']
17 April 2024,770,Yerevan,ARMENIA WINE FACTORY LLC,Head of Marketing department,Marketing/Advertising,Full time,Permanent,Senior,,[],"['Leadership skills', 'Negotiation  skills', 'Presentation skills', 'Creative thinking', 'Ability to work under pressure', 'Agile approach']"
17 April 2024,564,Yerevan,TokenWin,Customer Support Agent (Turkish Language),Sales/service management,Full time,Permanent,,,"['Customer Service skills', 'Turkish']","['Teamwork', 'Fast learning ability', 'Team player']"
17 April 2024,668,Yerevan,SOS Children's Villages Armenia,NATIONAL ALTERNATIVE CARE ADVISOR,NGO/Nonprofit,Full time,Permanent,C level,,['Social psychology'],['Leadership skills']
17 April 2024,645,Yerevan,Quantori Armenia,Bioinformatician / Data Scientist,Software development,Full time,Permanent,Mid level,,"['Python', 'Business English']","['Problem solving', 'Flexible']"
17 April 2024,423,Yerevan,Quantori Armenia,Senior Machine Learning Engineer,Other IT,Full time,Permanent,Senior,,['AWS'],[]
17 April 2024,974,Yerevan,Mellat bank,Head of AML Division,Banking/credit,Full time,Permanent,Mid level,,['Banking legislation of RA'],"['Time management', 'Analytical skills', 'Critical thinking', 'Emotional Intelligence']"
17 April 2024,506,Yerevan,EFES,Phone sales specialist in Vagharshapat,Sales/service management,Full time,Permanent,,200000 AMD - 400000 AMD Gross a month,"['Sales', 'Active Sales']","['Negotiation  skills', 'Positive attitude', 'Time management']"
17 April 2024,680,Yerevan,EFES,Phone sales specialist,Sales/service management,Full time,Permanent,,200000 AMD - 400000 AMD Gross a month,"['Sales', 'Active Sales']","['Negotiation  skills', 'Positive attitude', 'Time management']"
17 April 2024,551,Yerevan,Atenk Ltd,Էլեկտրատեխնիկ,Production,Full time,Permanent,Mid level,,['Electrical Engineering'],[]
17 April 2024,503,Yerevan,EFES,Voluntary insurance sales specialist,Sales/service management,Full time,Permanent,,,"['Sales', 'Active Sales']","['Negotiation  skills', 'Positive attitude', 'Time management']"
17 April 2024,626,Yerevan,Ucom,Հիմնական միջոցների և պաշարների հաշվառման թիմի ղեկավար,Finance Management,Full time,Permanent,Senior,,['Accounting'],[]
17 April 2024,808,Yerevan,EFES,IT Support Engineer,Other IT,Full time,Permanent,Junior,,"['Computer Science', 'Support']","['Negotiation  skills', 'Problem solving', 'Teamwork']"
17 April 2024,1590,Yerevan,ՄԼ Մայնինգ ՍՊԸ,Տնօրենի օգնական,Administrative/office-work,Full time,Permanent,Senior,,[],['Negotiation  skills']
17 April 2024,624,Yerevan,"""INGO ARMENIA"" Insurance CJSC",Marketing specialist,Marketing/Advertising,Full time,Permanent,Mid level,,[],"['Written communication skills', 'Time management', 'Creative thinking']"
29 March 2024,630,Yerevan,FastBank CJSC,Content Writer,Marketing/Advertising,Full time,Permanent,,,[],"['Time management', 'Flexible']"
17 April 2024,620,Yerevan,"""INGO ARMENIA"" Insurance CJSC",Կորպորատիվ հաճախորդների ներգրավման մասնագետ,Sales/service management,Full time,Permanent,Mid level,,[],"['Negotiation  skills', 'Written communication skills', 'Problem solving', 'Decision making']"
17 April 2024,711,Yerevan,SoftConstruct,Technical Project Manager/ VBET,Product/Project Management,Full time,Permanent,Mid level,,['Project management'],['Communication']
17 April 2024,1166,Yerevan,Philip Morris Armenia LLC,ՀոՌեԿա զարգացման պատասխանատու,Sales/service management,Full time,Permanent,Mid level,,['Sales/service experience'],['Negotiation  skills']
08 April 2024,454,Martuni,SOLAR CENTRE LLC,sales manager,Sales/service management,Full time,Permanent,,100000 AMD - 500000 AMD Net a month,[],['Negotiation  skills']
31 March 2024,879,Yerevan,Digitain,E-sports խաղերի համակարգող,Sports/Beauty,Full time,Permanent,Mid level,,"['English', 'Deep learning', 'Sports']","['Ability to work independently', 'Leadership skills', 'Negotiation  skills', 'Responsibility']"
16 April 2024,697,Yerevan,ՅՈՒՆԱՅԹԵԴ ՏԵԽՆԻԿԱԼ ՍԵՐՎԻՍ ՍՊԸ,sales consultant,Sales/service management,Full time,Permanent,,From 170000 AMD Net a month,"['Sales/service experience', 'ARMSOFT', 'Sale and cooperation ability']","['Negotiation  skills', 'Positive attitude', 'Customer/service oriented', 'Teamwork']"
16 April 2024,847,Yerevan,Tauro Technologies,Embedded Software Engineer,Software development,Full time,Permanent,,,"['C programming', 'Networking', 'C++', 'Linux', 'Embedded programming', 'Embedded design']",[]
15 April 2024,913,Yerevan,Triple Consulting,ՀԱՇՎԱՊԱՀ,Accounting/Bookkeeping/Cash register,Full time,Permanent,Senior,,"['ArmSoft accounting software', 'Tax legislation of RA', 'MS Office']","['Positive attitude', 'Time management', 'Problem solving', 'Customer/service oriented', 'Detail-oriented']"
15 April 2024,1075,Yerevan,Smart Systems LLC,Customer Care Specialist (Smart Sales software),Other IT,Full time,Permanent,Mid level,150000 AMD - 300000 AMD Net a month,"['SQL query generation', 'Windows 10', 'MS Windows, MS Office']",[]
15 April 2024,914,Yerevan,SourceCode development,"WordPress, PHP developer",Software development,Full time,Permanent,Junior,,"['PHP', 'MySQL', 'WordPress', 'API']","['Flexible', 'Analytical skills', 'Teamwork', 'Multitasking']"
15 April 2024,683,Yerevan,SmartCode,Graphic Designer/ Trainer,UI/UX/Graphic Design,Fixed term contract,Contract,,,['Graphic Design'],[]
15 April 2024,541,Yerevan,SmartCode,Node.js Engineer/Trainer,Software development,Fixed term contract,Contract,,,['Node.js'],[]
15 April 2024,641,Yerevan,SmartCode,UI/UX Designer/Trainer,UI/UX/Graphic Design,Other,Contract,,,['UI/UX'],[]
15 April 2024,618,Yerevan,SmartCode,Python Engineer/Trainer,Software development,Fixed term contract,Contract,,,['Python'],[]
15 April 2024,627,Yerevan,SmartCode,JavaScript Engineer/Trainer,Software development,Fixed term contract,Contract,,,['JavaScript'],[]
15 April 2024,614,Yerevan,SmartCode,Product Manager/Trainer,Product/Project Management,Fixed term contract,Contract,,,['Product management'],[]
15 April 2024,1656,Ashdod                                            (Remote),Bringit Technologies,Full-stack Developer,Software development,Remote,Contract,Mid level,700 USD - 1200 USD Net a month,"['PHP', 'MySQL', 'AngularJS', 'TypeScript', 'Angular 2+']","['Flexible', 'Detail-oriented', 'Attention to details']"
15 April 2024,1039,Yerevan,AeroDynamics,Junior System Administrator,System Admin/Engineer,Full time,Permanent,Junior,,"['Windows system administration', 'Linux system administration']",['Team management']
29 March 2024,1310,Yerevan,Ameriabank CJSC,Product Operations Specialist,Product/Project Management,Full time,Permanent,Mid level,,[],['Communication Skills']
29 March 2024,922,Yerevan,HSBC Bank Armenia CJSC,Contact Centre Agent,Sales/service management,Full time,Permanent,Junior,,[],['Customer Service']
29 March 2024,905,Yerevan,HSBC Bank Armenia CJSC,Contact Centre intern,Banking/credit,Internship,Internship,Junior,,[],['Customer Service']
14 April 2024,866,Yerevan,TUMO Center for Creative Technologies,Head of Workshops Division,Education/training,Full time,Permanent,Senior,,['Staff management'],"['Analytical skills', 'Strategic thinking']"
14 April 2024,602,Yeghegnadzor,TUMO Center for Creative Technologies,Learning Coach in Yeghegnadzor (part time),Education/training,Part time,Permanent,,,['Coaching'],"['Adaptable', 'Communication', 'Team player']"
08 April 2024,531,Yeghegnadzor,TUMO Center for Creative Technologies,Learning Coach in Shatin (part time),Education/training,Part time,Permanent,,,['Coaching'],"['Adaptable', 'Communication', 'Team player']"
14 April 2024,1001,Yerevan,"""INGO ARMENIA"" Insurance CJSC",Իրավաբան,Legal,Full time,Permanent,Mid level,,[],"['Negotiation  skills', 'Written communication skills']"
14 April 2024,683,Yerevan,Digitain,Internal Auditor,Audit/Compliance,Full time,Permanent,Senior,,"['ACCA', 'Financial analysis', 'Analytical and Mathematical skills', 'Analytics and research']","['Time management', 'Problem solving', 'Conflict resolution skills', 'Detail-oriented', 'Decision making', 'Ability to work under pressure', 'Fast orientation']"
31 March 2024,871,Yerevan,Evocabank,Teller (evening shift),Banking/credit,Full time,Permanent,,,['Knowledge of Russian and English languages'],[]
31 March 2024,835,Yerevan,Evocabank,Credit Monitoring Specialist,Banking/credit,Full time,Permanent,,,['Knowledge of Russian and English languages'],[]
14 April 2024,1109,Yerevan,SoftConstruct,Head of Travel Department,Tourism/Hospitality/HoReCa,Full time,Permanent,Senior,,"['Amadeus CRS', 'MS Office']","['Leadership skills', 'Problem solving', 'Organizational skills', 'Team management']"
14 April 2024,895,Yerevan,Simply Technologies,Senior Project Manager,Product/Project Management,Full time,Permanent,Senior,,"['Project management', 'Scrum']","['Leadership skills', 'Time management', 'Problem solving']"
25 March 2024,725,Ararat,VTB Bank (Armenia),"Հաճախորդների սպասարկման մասնագետ, Արարատի մարզ",Banking/credit,Full time,Permanent,Mid level,,[],"['Ability to work under pressure', 'Hardworking', 'Sense of responsibility']"
14 April 2024,940,Yerevan,ZET Digital,Node.js/Nest.Js  Developer,Software development,Full time,Permanent,,,"['JavaScript', 'MySQL', 'Node.js', 'TypeScript', 'Nest.js']","['Negotiation  skills', 'Written communication skills', 'Time management', 'Problem solving', 'Detail-oriented', 'Attention to details']"
04 April 2024,888,Yerevan,FINCA UCO CJSC,Տեղեկատվական թիմի մասնագետ,Banking/credit,Full time,Temporary,Mid level,,"['Financial analysis', 'Customer Service skills']","['Negotiation  skills', 'Problem solving', 'Proactive', 'Team player']"
12 April 2024,720,Yerevan,Questrade International Inc.,DevOps Engineer,DevOps/Infrastructure,Full time,Permanent,Mid level,,"['Python', 'Windows system administration', 'Linux system administration', 'Docker', 'AWS', 'Kubernetes', 'Ansible', 'Terraform']","['Customer/service oriented', 'Flexible', 'Teamwork', 'english']"
25 March 2024,968,Artik,FastBank CJSC,Customer Support Responsible,Banking/credit,Full time,Permanent,Junior,,[],"['Negotiation  skills', 'Time management', 'Detail-oriented']"
14 April 2024,1508,Yerevan,Evolution,Պահեստի պատասխանատու,Administrative/office-work,Full time,Permanent,Mid level,,['Knowledge of Russian and English languages'],[]
04 April 2024,353,Kajaran,FINCA UCO CJSC,“Kapan” Branch Business Development Manager,Banking/credit,Full time,Permanent,Junior,,['Analytical and Mathematical skills'],['Communicability']
28 March 2024,807,Yerevan,Ameriabank CJSC,"Financial Operations Execution Automated Devices (FOEAD) Support Team, Specialist",Banking/credit,Full time,Permanent,Mid level,,"['Computer knowledge', 'MS Office', 'AS banking']","['Problem solving', 'Flexible', 'Multitasking', 'Team player']"
14 April 2024,657,Yerevan,Soup Story,Сook at the Asian cuisine cafe PHOBO,Tourism/Hospitality/HoReCa,Full time,Permanent,,From 250000 AMD Net a month,[],"['Positive attitude', 'Customer/service oriented', 'Goal-oriented', 'Punctuality']"
14 April 2024,899,Yerevan,TeamViewer Armenia,"IT Administrator, Service Desk (all genders)",IT Support/Technician,Full time,Permanent,Mid level,,"['Windows 10', 'English', 'Active Directory']","['Positive attitude', 'Problem solving', 'Teamwork', 'Communication Skills']"
14 April 2024,684,Yerevan,«Էրեբունի» ԲԿ,Economist,Economics,Full time,Permanent,Mid level,,['Financial analysis'],"['Time management', 'Flexible', 'Analytical skills', 'Strong memory']"
14 April 2024,913,Yerevan,Մրցակցության պաշտպանության հանձնաժողով,Chief Specialist,State/ Public/ Civil service,Full time,Permanent,Senior,,[],"['Analytical skills', 'Teamwork', 'Fast orientation', 'Sense of responsibility']"
14 April 2024,893,Yerevan,Brandon marketing,SMM մասնագետ,Other IT,Full time,Permanent,Mid level,,['Business relationship building'],['Ability to work independently']
14 April 2024,808,Yerevan,Nexolabs,Sales Manager,Sales/service management,Full time,Contract,Mid level,,"['DevOps', 'Sales', 'B2B sales']","['Communication', 'Team player', 'Ability to deal with new technologies']"
14 April 2024,735,Yerevan,ՅՈՒՆԻԲԱՆԿ ԲԲԸ,Բիզնես ուղղությունների իրավական սպասարկման վարչության իրավաբան,Banking/credit,Full time,Permanent,,,"['MS Word', 'MS Excel']","['Goal-oriented', 'Sense of responsibility', 'Communications']"
14 April 2024,2460,Yerevan,Synopsys Armenia,Software Development Intern / 49155BR,Software development,Full time,Permanent,Junior,,['C/C++'],[]
14 April 2024,971,Yerevan,Էյ Էմ Գրուպ ՍՊԸ,Տեղադրման ստորաբաժանման ղեկավար,Production,Full time,Permanent,Senior,From 600000 AMD Net a month,['Bitrix'],"['Personal branding', 'Time management', 'Problem solving', 'Conflict resolution skills', 'Flexible', 'Detail-oriented', 'Goal-oriented', 'Decision making', 'Analytical skills', 'Teamwork', 'Fast orientation', 'Sense of responsibility']"
14 April 2024,951,Yerevan,Noah development LLC,Construction Project Manager,Construction,Full time,Contract,Senior,,[],"['Ability to work independently', 'Negotiation  skills', 'Design skills', 'Decision making', 'Ability to work under pressure', 'office 365', 'Responsibility', 'carpenter skills']"
14 April 2024,844,Yerevan,Էյ Էմ Գրուպ ՍՊԸ,Հաշվապահ (արտադրության գծով),Accounting/Bookkeeping/Cash register,Full time,Permanent,Senior,350000 AMD - 400000 AMD Net a month,['1C'],"['Ability to work independently', 'Personal branding', 'Time management', 'Problem solving', 'Flexible', 'Detail-oriented', 'Teamwork', 'Fast learning ability']"
11 April 2024,1216,Yerevan,Parvanyan Consulting LLC,3D visualizer,Art/Design/Architecture,Full time,Contract,Mid level,,"['3ds Max', 'Adobe Photoshop', 'Corona Renderer']","['Artistic skills', 'Design skills']"
14 April 2024,1170,Yerevan,My Forest Armenia,Digital Communications Specialist,Communications/Journalism/PR,Full time,Permanent,Mid level,,"['Digital marketing', 'PR campaign', 'CRM', 'CMS', 'Marketing communications', 'Public relations', 'Canva', 'Social media', 'Social Media Marketing']","['Ability to work independently', 'Written communication skills', 'Design skills', 'Positive attitude', 'Time management', 'Flexible', 'Detail-oriented', 'Teamwork', 'Hardworking', 'Sense of humour', 'Research skills', 'Communication', 'Team player']"
14 April 2024,632,Yerevan,Gotcha.am,Заготовщик кондитер,Sales/service management,Full time,Permanent,Mid level,,[],"['Positive attitude', 'Customer/service oriented', 'Fast learning ability', 'Fast orientation', 'Sense of responsibility']"
14 April 2024,1012,Yerevan,Digitain,Lawyer,Legal,Full time,Permanent,Senior,,"['Civil law of RA', 'RA Labor Legislation', 'MS Office', 'Administrative Law', 'Knowledge of Russian and English languages']","['Negotiation  skills', 'Time management', 'Problem solving', 'Detail-oriented', 'Goal-oriented', 'Sense of responsibility']"
14 April 2024,933,Yerevan,SoftConstruct,Product Manager,Product/Project Management,Full time,Permanent,Mid level,,"['Product management', 'Agile']","['Problem solving', 'Analytical skills', 'Ability to work under pressure', 'Communication']"
14 April 2024,727,Yerevan,SoftConstruct,3D Artist for Fastexverse,UI/UX/Graphic Design,Full time,Permanent,Mid level,,"['3ds Max', 'Maya', 'ZBrush', 'Blender']","['Time management', 'Teamwork', 'Communication Skills']"
14 April 2024,1223,Yerevan,Fora Premium,Sales Manager,Sales/service management,Full time,Permanent,,,"['Sales/service experience', 'Customer Service skills']",['Customer Service']
14 April 2024,1730,Yerevan,Partner Company,Graphic Designer,UI/UX/Graphic Design,Full time,Permanent,Mid level,,['Graphic Design'],['Design skills']
14 April 2024,814,Yerevan,Garant Logistics LTD,Dispatcher- logist / English speaking,Procurement/Logistics/Courier,Full time,Permanent,Junior,,['Business relationship building'],"['Negotiation  skills', 'Written communication skills', 'Positive attitude', 'Time management', 'Problem solving', 'Conflict resolution skills']"
14 April 2024,1356,Yerevan,Partner Company,Գնումների և մատակարարման մենեջեր,Procurement/Logistics/Courier,Full time,Permanent,Junior,,[],['Teamwork']
14 April 2024,647,Yerevan,Garant Logistics LTD,Dispatcher- logist,Procurement/Logistics/Courier,Full time,Permanent,Junior,,['Business relationship building'],"['Negotiation  skills', 'Written communication skills', 'Positive attitude', 'Time management', 'Problem solving', 'Conflict resolution skills']"
14 April 2024,1013,Yerevan,Partner Company,Աուդիտի բաժնի ղեկավար,Finance Management,Full time,Permanent,Mid level,,['Finance'],['Teamwork']
14 April 2024,901,Yerevan,Armenia Holidays,"Italian, Spanish or English Speaking Incoming Tour Manager",Tourism/Hospitality/HoReCa,Full time,Permanent,Senior,,"['CRM', 'MS Word', 'MS Excel']","['Negotiation  skills', 'Written communication skills', 'Positive attitude', 'Time management', 'Adaptability', 'Goal-oriented', 'Decision making', 'Hardworking']"
14 April 2024,1016,Yerevan,S T SERVICE LLC,Տնօրենի օգնականի-գործավարուհու,Administrative/office-work,Full time,Contract,,,['MS Excel'],[]
14 April 2024,1559,Yerevan,Partner Company,Ֆինանսական տնօրեն,Finance Management,Full time,Permanent,Mid level,,['Finance'],[]
14 April 2024,814,Yerevan,"""INGO ARMENIA"" Insurance CJSC",Ֆինանսական վերլուծությունների և հաշվետվությունների բաժնի ղեկավար,Finance Management,Full time,Permanent,Senior,,['1C'],"['Personal branding', 'Leadership skills', 'Negotiation  skills', 'Time management', 'Problem solving', 'Detail-oriented', 'Analytical skills']"
14 April 2024,1055,Yerevan,"""INGO ARMENIA"" Insurance CJSC",Sales Specialist,Sales/service management,Full time,Permanent,Student,,['Marketing management'],['Communication Skills']
14 April 2024,1309,Yerevan,2GIS,Специалист по сбору информации,Quality Assurance /Control,Full time,Permanent,,From 220000 AMD Net a month,"['Bug tracking systems', 'Data processing']","['Leadership skills', 'Written communication skills', 'Problem solving', 'Conflict resolution skills', 'Detail-oriented', 'Teamwork', 'Personal discipline']"
28 March 2024,868,Yerevan,Ameriabank CJSC,Mid+ Automation/Manual QA Engineer,Quality Assurance /Control,Full time,Permanent,Senior,,"['Java', 'MS Office', 'Appium', 'MS SQL', 'API Testing', 'Postman']","['Problem solving', 'Analytical skills', 'Responsibility', 'Communication', 'Team player']"
31 March 2024,770,Yerevan,S.A.V. GROUP LLC,Sales manager,Sales/service management,Full time,Permanent,Mid level,,"['Sales/service experience', 'B2B sales', 'Active Sales']","['Ability to work independently', 'Negotiation  skills', 'Time management', 'Problem solving', 'Teamwork']"
01 April 2024,466,Vardenis,Acba Bank OJSC,Հաճախորդների սպասարկման մասնագետ (Վարդենիս մասնաճյուղ),Banking/credit,Full time,Permanent,,,[],['Customer Service']
14 April 2024,630,Yerevan,BUILG,Lead Data Scientist,Data Science/Data Engineering,Full time,Permanent,Senior,,"['Git/Github', 'Python', 'SQL']",[]
14 April 2024,882,Yerevan,BUILG,Data Engineer,Data Science/Data Engineering,Full time,Permanent,,,"['Java', 'Python', 'C#']",[]
14 April 2024,1015,Yerevan,Digitain,Jira Administrator,Product/Project Management,Full time,Permanent,Mid level,,"['JIRA', 'Analytical thinking', 'MS Office']","['Multitasking', 'Managing a quality service', 'Team management']"
14 April 2024,989,Yerevan,Digitain,Problem Manager,Sales/service management,Full time,Permanent,Mid level,,"['JIRA', 'ITIL', 'Agile project management', 'Report writing']","['Negotiation  skills', 'Problem solving', 'Detail-oriented', 'Result-oriented']"
14 April 2024,632,Yerevan,Digitain,Change Management Specialist,Sales/service management,Full time,Permanent,Junior,,"['JIRA', 'Project management', 'MS Office']","['Negotiation  skills', 'Written communication skills', 'Analytical skills']"
14 April 2024,504,Yerevan,Digitain,Change and Release Management Unit Manager,Product/Project Management,Full time,Permanent,Senior,,['JIRA'],['Leadership skills']
14 April 2024,758,Yerevan,Digitain,Content Management Specialist,Communications/Journalism/PR,Full time,Permanent,Mid level,,"['WordPress', 'MS Office', 'Video editing']","['Written communication skills', 'Creative thinking', 'Analytical skills']"
14 April 2024,795,Yerevan,Digitain,Product Trainer,Sales/service management,Full time,Permanent,Mid level,,"['MS Office', 'English', 'Teaching/training experience']","['Public speaking', 'Flexible', 'Analytical skills', 'Teamwork', 'Communication Skills']"
14 April 2024,830,Yerevan,Digitain,Contact Center Specialist,Sales/service management,Full time,Permanent,Junior,,['Phone negotiations'],[]
14 April 2024,472,Yerevan,Digitain,International Customer Support Specialist (Chinese),Sales/service management,Full time,Permanent,,,['MS Office'],"['Written communication skills', 'Positive attitude', 'Customer/service oriented', 'Teamwork']"
14 April 2024,506,Yerevan,Digitain,International Customer Support Specialist (Turkish),Sales/service management,Full time,Permanent,,,['MS Office'],"['Written communication skills', 'Positive attitude', 'Customer/service oriented', 'Teamwork']"
14 April 2024,696,Yerevan,Digitain,International Customer Support Specialist,Sales/service management,Full time,Permanent,Mid level,,"['English', 'Russian language']","['Negotiation  skills', 'Communication']"
14 April 2024,714,Yerevan,Էյ Էմ Գրուպ ՍՊԸ,Ավագ հաշվապահ,Accounting/Bookkeeping/Cash register,Full time,Permanent,Senior,From 400000 AMD Net a month,"['1c Accounting Software', 'MS Excel', 'AS-Accountant']","['Time management', 'Problem solving', 'Flexible', 'Detail-oriented', 'Analytical skills', 'Logical thinking', 'Sense of responsibility']"
14 April 2024,475,Yerevan,Digitain,International Customer Support Specialist (Spanish),Sales/service management,Full time,Permanent,,,['MS Office'],"['Written communication skills', 'Positive attitude', 'Customer/service oriented', 'Teamwork']"
14 April 2024,929,Yerevan,"""Նատալի Ֆարմ Դեղատուն՛՛ ՍՊԸ",Առաքման ծառայության աշխատակից,Sales/service management,Flexible schedule,Other,,,['Merchandising'],['Customer/service oriented']
14 April 2024,607,Arzni,Bacon Product LLC,Գրաֆիկ դիզայներ,Marketing/Advertising,Full time,Permanent,Mid level,,['Corel Draw'],['Detail-oriented']
25 March 2024,527,Yerevan,"""Ardshinbank"" CJSC",Բիզնես գործընթացների կառավարման և մեթոդոլոգիայի ուղղության պատասխանատու,Banking/credit,Full time,Permanent,Senior,,['MS Office'],[]
14 April 2024,747,Yerevan,Fast Shift LLC,SMM Manager,Marketing/Advertising,Full time,Permanent,,,"['Digital analytics', 'Facebook Ads', 'Google analytics']","['Time management', 'Flexible', 'Creativity']"
14 April 2024,681,Yerevan,"""Telecom Armenia"" OJSC",Իրավախորհրդատու (Ընդհանուր հարցերով),Legal,Full time,Permanent,Mid level,,"['Civil law of RA', 'Tax legislation of RA', 'Corporate Law', 'Knowledge of legal programs']","['Ability to work independently', 'Personal branding', 'Time management', 'Decision making']"
14 April 2024,500,Charentsavan,VTB Bank (Armenia),"Հաճախորդների սպասարկման մասնագետ, ք. Չարենցավան",Banking/credit,Full time,Permanent,Senior,,[],['Hardworking']
25 March 2024,976,Yerevan,Ameriabank CJSC,"Junior specialist,  Payment Instruments and Escrow Division",Banking/credit,Full time,Permanent,Junior,,[],['Analytical skills']
14 April 2024,757,Yerevan,Jinishian Memorial Foundation,Economic Development Project Officer,Business/Management,Full time,Contract,Junior,,['Business management'],"['Written communication skills', 'Positive attitude', 'Time management', 'Problem solving', 'Conflict resolution skills', 'Public speaking', 'Coaching\xa0/mentorship', 'Presentation skills', 'Creative thinking', 'Self-motivation', 'Hardworking', 'Sense of responsibility']"
14 April 2024,479,Charentsavan,FastBank CJSC,Գանձապահ՝ «Չարենցավան» մասնաճյուղում 13:00-22:00 աշխատաժամանակով,Banking/credit,Full time,Other,,,['English'],['Teamwork']
14 April 2024,447,Charentsavan,FastBank CJSC,Գանձապահ՝ «Չարենցավան» մասնաճյուղում 10:00-19:00 աշխատաժամանակով,Banking/credit,Full time,Other,,,['English'],['Teamwork']
14 April 2024,476,Charentsavan,FastBank CJSC,Գանձապահ՝ «Չարենցավան» մասնաճյուղում 09:00-18:00 աշխատաժամանակով,Banking/credit,Full time,Permanent,,,['English'],['Teamwork']
29 March 2024,841,Yerevan,IDBank CJSC,Տեխնիկական աջակցման բաժնի մասնագետ,Banking/credit,Full time,Permanent,,,['LSoft'],"['Ability to work independently', 'Time management']"
29 March 2024,951,Bagratashen,Viva-MTS (MTS Armenia CJSC),Mobile Sales and Service Specialist in Shirak region,Sales/service management,Full time,Permanent,,,['Sales/service experience'],"['Negotiation  skills', 'Time management', 'Conflict resolution skills']"
13 April 2024,2845,Yerevan                                            (Remote),WILDBERRIES LLC,Аналитик-разработчик (удаленно),Other IT,Remote,Permanent,,100000 RUB - 100000 RUB Net a month,['Python'],[]
13 April 2024,974,Yerevan,"""Telecom Armenia"" OJSC",Ավագ հաշվետար,Accounting/Bookkeeping/Cash register,Full time,Permanent,Mid level,,"['ArmSoft accounting software', 'MS Excel', 'Quickbooks', 'Advanced English knowledge']","['Time management', 'Detail-oriented', 'Analytical skills', 'Teamwork', 'Ability to work under pressure', 'Responsibility']"
13 April 2024,621,Dilijan,CENTRAL BANK OF ARMENIA,Macroeconomist/Monetary Policy Department/Macroeconomic Directorate,Economics,Full time,Other,,,['Economics'],[]
13 April 2024,729,Yerevan,SPORTMASTER,Кладовщик ТЦ МЕГА МОЛЛ,Retail business,Full time,Contract,Mid level,,['Warehouse logistics'],['Organizational skills']
13 April 2024,485,Yerevan,Ucom,Գանձապահ Upay ընկերությունում ք․ Եղեգնաձոր,General/professional/Other services,Full time,Permanent,Junior,,['MS Office'],[]
13 April 2024,862,Yerevan,Altacode,Data Extraction/Technical Content Editor,Software development,Full time,Permanent,Mid level,,['Data entry'],"['Time management', 'Detail-oriented']"
13 April 2024,814,Yerevan,SPORTMASTER,Продавец,Retail business,Full time,Other,Mid level,From 170000 AMD Gross a month,[],"['Negotiation  skills', 'Conflict resolution skills', 'Customer/service oriented', 'Presentation skills', 'Managing a quality service']"
13 April 2024,705,Yerevan,«Ռեստ Կոնցեպտ» ՍՊԸ,Accounting clerk,Finance Management,Full time,Permanent,,,[],"['Time management', 'Problem solving', 'Detail-oriented', 'Logical thinking', 'Fast orientation', 'Hardworking', 'Sense of responsibility']"
13 April 2024,639,Yerevan,Արատտա Քընսալթինգ,Իրավաբան,Legal,Full time,Contract,,,[],"['Sense of responsibility', 'Punctuality', 'Personal discipline']"
13 April 2024,697,Yerevan,VTB Bank (Armenia),Փոքր բիզնեսի հաճախորդների ներգրավման մենեջեր,Sales/service management,Full time,Permanent,Mid level,,['MS Office'],"['Ability to work independently', 'Negotiation  skills', 'Time management', 'Teamwork']"
13 April 2024,739,Yerevan,Brandon marketing,Թվային մարքեթինգի մասնագետ,Other IT,Full time,Permanent,Mid level,,['SEO'],['Positive attitude']
13 April 2024,1590,Yerevan,Coffee House Company,Manager,Sales/service management,Full time,Permanent,Mid level,,['Staff management'],"['Leadership skills', 'Problem solving', 'Flexible', 'Multitasking']"
13 April 2024,766,Yerevan,TeamViewer Armenia,"Team Lead, IT Service Desk (all genders)",IT Support/Technician,Full time,Permanent,Senior,,"['IT Support', 'IT Service']","['Problem solving', 'Teamwork', 'Responsibility', 'Communication Skills']"
31 March 2024,795,Yerevan,Ucom,Թվային հարթակների սպասարկման մասնագետ,Sales/service management,Full time,Permanent,Junior,100000 AMD - 150000 AMD Net a month,['MS Office'],[]
12 April 2024,759,Yerevan,Globalink Logistics DWC LLC Armenian Branch,Junior Accountant/ Assistant to Accounting department,Finance Management,Full time,Permanent,,,['Finance'],[]
