Post date,Number of Views,Location,Company name,Job title,Category,Job type,Employment term,Required candidate level,Salary,Professional skills,Soft skills
26 April 2024,550,Yerevan,Մեգաթոյ ՍՊԸ,Sales Consultant,Sales/service management,Full time,Permanent,,,['Sales/service experience'],"['Detail-oriented', 'Self-motivation', 'Team player']"
26 April 2024,614,Yerevan,Freedom Broker Armenia,Senior lawyer,Legal,Full time,Permanent,Senior,,"['RA Labor Legislation', 'Security markets']","['Detail-oriented', 'Responsibility']"
26 April 2024,863,Yerevan,Atenk Ltd,Միջոցառումների համակարգող,Human Resources,Full time,Permanent,,,"['Event coordination', 'Employer Branding']","['Time management', 'Creative thinking', 'Teamwork', 'Enthusiasm']"
26 April 2024,547,Yerevan,Apricot Space,Mid+ Angular Developer,Software development,Full time,Permanent,Mid level,,"['AngularJS', 'Angular 2+']","['Detail-oriented', 'Logical thinking']"
09 April 2024,1152,Yerevan,UNICEF Armenia,Planning and Monitoring Assistant,Data Research/Analysis,Full time,Contract,Junior,,['SAP'],['Work under pressure']
26 April 2024,648,Yerevan,Autofan AC LLC,Սկսնակ Հաշվապահ,Accounting/Bookkeeping/Cash register,Full time,Permanent,Junior,,"['MS Excel', 'AS-Accountant', 'Finance']","['Problem solving', 'Analytical skills', 'Attention to details']"
24 April 2024,988,Gyumri,CARD  AgroCredit UCO CJSC,Back Office,Banking/credit,Full time,Contract,Senior,,['Data processing'],"['Flexible', 'Fast learning ability', 'Hardworking']"
26 April 2024,847,Yerevan,VECTO,Mid-Senior Level React Developer,Software development,Full time,Permanent,Mid level,,"['React.js', 'React Native']",[]
26 April 2024,889,Yerevan,Food Depot LLC,Online Sales Manager,Sales/service management,Full time,Permanent,Mid level,,"['Management', 'Marketing']","['Negotiation  skills', 'Positive attitude', 'Problem solving', 'Conflict resolution skills', 'Customer/service oriented', 'Creative thinking', 'Fast learning ability', 'Product oriented']"
26 April 2024,443,Yerevan,ՅՈՒՆԻԲԱՆԿ ԲԲԸ,"Պրոդուկտների մշակման դեպարտամենտի մասնագետ  /մանրածախ, կորպորատիվ, քարտային, ոչ բանկային պրոդուկտների գծով/",Banking/credit,Full time,Permanent,,,['MS Office'],"['Negotiation  skills', 'Cooperation skills']"
16 April 2024,933,Yerevan,VTB Bank (Armenia),Բանկային քարտերի թողարկման բաժնի Մասնագետ,Banking/credit,Full time,Permanent,Mid level,,[],"['Written communication skills', 'Flexible', 'Fast learning ability']"
26 April 2024,740,Yerevan,AraratBank OJSC,"Հաճախորդների սպասարկման մասնագետ, ք․ Երևան",Banking/credit,Full time,Permanent,Junior,,"['Banking legislation of RA', 'ArmSoft Bank']","['Customer/service oriented', 'Presentation skills', 'Logical thinking', 'Hardworking']"
26 April 2024,409,Gyumri,Alfa-Pharm CJSC,Քիմիկ -անալիտիկ,Healthcare/Pharmaceutical,Full time,Permanent,Junior,,[],"['Logical thinking', 'Fast learning ability']"
15 April 2024,635,Yerevan,IDBank CJSC,"Խորհրդատու  , «Կենտրոն» մ/ճ, 12 ժամյա գրաֆիկ",Banking/credit,Full time,Permanent,,,['Banking legislation of RA'],['Time management']
26 April 2024,470,Yerevan,"""Mehrabyan  and Sons"" LLC",Բրենդ մենեջեր,Business/Management,Full time,Permanent,Senior,,['1C'],[]
10 April 2024,890,Yerevan,Viva-MTS (MTS Armenia CJSC),Product Manager,Product/Project Management,Full time,Temporary,Mid level,,"['Product management', 'SQL']","['Negotiation  skills', 'Creative']"
26 April 2024,592,Yerevan,FastMedia,Սպորտային Լրագրող,TV/Radio,Full time,Permanent,Mid level,,['Journalism'],"['Time management', 'Flexible', 'Detail-oriented', 'Multitasking', 'Stress management']"
26 April 2024,424,Martuni,"""Telecom Armenia"" OJSC",Վաճառքի և սպասարկման կենտրոնի մասնագետ  Մարտունի  քաղաքում,Sales/service management,Full time,Permanent,Junior,,"['Sales/service experience', 'Customer Service skills', 'Sale and cooperation ability']","['Ability to work independently', 'Personal branding', 'Negotiation  skills', 'Time management', 'Problem solving']"
15 April 2024,516,Yerevan,IDBank CJSC,Կորպորատիվ հաճախորդների սպասարկման մասնագետ,Banking/credit,Full time,Permanent,,,['LSoft'],[]
25 April 2024,797,Abovyan,Lernagnatc LLC,Commercial director,Sales/service management,Full time,Contract,Senior,500000 AMD - 1000000 AMD Net a month,"['Sales', 'Bitrix']","['Ability to work independently', 'Leadership skills', 'Retail sales']"
25 April 2024,999,Abovyan,Lernagnatc LLC,CEO's assistent,Administrative/office-work,Full time,Contract,Senior,300000 AMD - 500000 AMD Net a month,"['MS Windows, MS Office', 'English', 'Russian language']","['Ability to work independently', 'Communication']"
26 April 2024,895,Yerevan,Ադամիում,Շուկայի զարգացման պատասխանատու,Sales/service management,Full time,Permanent,Mid level,From 300000 AMD Net a month,['Sales/service experience'],[]
26 April 2024,467,Yerevan,ՅՈՒՆԻԲԱՆԿ ԲԲԸ,Մասնաճյուղային ցանցի հսկողության բաժնի մասնագետ,Banking/credit,Full time,Permanent,,,"['CRM', 'MS Windows, MS Office', 'MS Office']","['Sense of responsibility', 'Communication']"
26 April 2024,616,Yerevan,Alfa-Pharm CJSC,Medical Representative,Healthcare/Pharmaceutical,Full time,Permanent,Senior,,"['MS Word', 'MS Power Point', 'MS Excel', 'MS Outlook']","['Personal branding', 'Negotiation  skills', 'Conflict resolution skills', 'Presentation skills', 'Analytical skills', 'Teamwork', 'Ability to work under pressure']"
26 April 2024,650,Yerevan,Ucom,Տեղեկատվական կենտրոնի մասնագետ/հերթափոխային,Sales/service management,Full time,Permanent,Junior,100000 AMD - 150000 AMD Net a month,[],"['Flexible', 'Communication']"
26 April 2024,654,Yerevan,Eighty Eight Hotel and Spa,Senior Accountant,Accounting/Bookkeeping/Cash register,Full time,Permanent,Senior,From 250000 AMD Net a month,['MS Excel'],['Leadership skills']
26 April 2024,654,Yerevan,818 Consulting,HR Coordinator for ISAA,Other IT,Full time,Permanent,Mid level,,['Employment & labour law of the RA'],"['Time management', 'Problem solving', 'Conflict resolution skills', 'Flexible', 'Detail-oriented']"
26 April 2024,401,Yerevan,Alfa-Pharm CJSC,Մարքեթինգի մասնագետ,Marketing/Advertising,Full time,Permanent,Mid level,,['MS Office'],"['Teamwork', 'Ability to work under pressure', 'Communication Skills']"
26 April 2024,458,Yerevan,"""ASBC"" LLC",Store Shift Manager,Sales/service management,Full time,Permanent,,,"['CRM', '1C']","['Positive attitude', 'Problem solving', 'Detail-oriented', 'Coaching\xa0/mentorship', 'Fast learning ability']"
26 April 2024,671,Yerevan,AMIO BANK,Service Clerk,Banking/credit,Full time,Permanent,Mid level,,"['MS Office', 'Banking']","['Teamwork', 'Communications']"
26 April 2024,367,Meghri,"""Telecom Armenia"" OJSC",Վաճառքի և սպասարկման կենտրոնի մասնագետ Մեղրի քաղաքում,Sales/service management,Full time,Permanent,Junior,,"['Sales/service experience', 'Customer Service skills', 'Sale and cooperation ability']","['Ability to work independently', 'Personal branding', 'Negotiation  skills', 'Time management', 'Problem solving']"
26 April 2024,493,Yerevan,SoftConstruct,SEO Specialist,Marketing/Advertising,Full time,Permanent,Mid level,,"['SEO', 'HTML', 'WordPress SEO']","['Time management', 'Customer/service oriented', 'Flexible', 'Detail-oriented', 'Fast learning ability', 'Proactive', 'Sense of responsibility']"
26 April 2024,447,Yerevan,"""ASBC"" LLC",Store Manager,Sales/service management,Full time,Permanent,,,"['CRM', '1C']","['Positive attitude', 'Problem solving', 'Detail-oriented', 'Coaching\xa0/mentorship', 'Fast learning ability']"
25 April 2024,1400,Yerevan,iNexxus,AI Manager Internship,Marketing/Advertising,Full time,Internship,Junior,150000 AMD - 150000 AMD Net a month,"['Digital marketing', 'MS Excel', 'Social Media Marketing']","['Positive attitude', 'Flexible', 'Detail-oriented', 'Presentation skills', 'Goal-oriented', 'Decision making']"
25 April 2024,772,Yerevan,Reyma,Վաճառող-խորհրդատու,Sales/service management,Full time,Permanent,,,['Marketing management'],"['Proactive', 'Hardworking']"
25 April 2024,874,Yerevan,Երեմյան Փրոջեքթս,Digital Transformation Manager,Other IT,Full time,Permanent,,,"['Project management', 'Analytics and research']","['Ability to work independently', 'Time management', 'Decision making', 'Analytical skills', 'Ability to work under pressure']"
25 April 2024,515,Yerevan,Digital Caramel,Sales manager (spanish),Sales/service management,Full time,Permanent,,,"['Sales/service experience', 'B2B sales', 'Business mailing', 'Business communication']","['Negotiation  skills', 'Written communication skills', 'Problem solving']"
25 April 2024,491,Yerevan,TeamViewer Armenia,"QA Automation Engineer, Augmented Reality (all genders)",Quality Assurance /Control,Full time,Permanent,Mid level,,"['JavaScript', 'Quality assurance', 'C#', 'JMeter']","['Positive attitude', 'Teamwork', 'Responsibility', 'Communication Skills']"
25 April 2024,438,Yerevan,TeamViewer Armenia,Mobile QA Automation Engineer (all genders),Quality Assurance /Control,Full time,Permanent,Mid level,,"['QA', 'Swift', 'Kotlin', 'Appium']","['Positive attitude', 'Teamwork', 'Responsibility', 'Communication Skills']"
25 April 2024,1140,Yerevan,Ucraft,Data Analyst,Data Research/Analysis,Full time,Permanent,Junior,,['Data analysis'],['Team player']
25 April 2024,1299,Yerevan,Wip Work in Progress,HR Generalist,Human Resources,Full time,Permanent,Mid level,,"['RA Labor Legislation', '1C']","['Decision making', 'Sense of responsibility']"
25 April 2024,653,Yerevan,Fastex,Web3 Monitoring specialist,Marketing/Advertising,Full time,Permanent,Mid level,,"['Financial analysis', 'Risk management']","['Flexible', 'Detail-oriented', 'Fast learning ability', 'Hardworking']"
25 April 2024,968,Yerevan,CodeSignal,"Software Engineer, Skills Evaluation Development Team",Software development,Full time,Permanent,,,"['JavaScript', 'Software development', 'SQL', 'English', 'Object oriented programming', 'Data Structures and Algorithms']","['Self-motivation', 'Communication']"
14 April 2024,611,Yerevan,Evocabank,Loan officer,Banking/credit,Full time,Permanent,Mid level,,"['AS banking', 'Loans', 'Knowledge of Russian and English languages']","['Negotiation  skills', 'Attention to details', 'Communication']"
25 April 2024,1159,Yerevan,DoubleTree by Hilton Yerevan City Centre,Reservation Specialist,Tourism/Hospitality/HoReCa,Full time,Permanent,,,"['English', 'Russian language', 'Opera Property Management System']","['Time management', 'Communication']"
25 April 2024,669,Yerevan,Fast Shift LLC,Ավագ հաշվապահ,Accounting/Bookkeeping/Cash register,Full time,Contract,Senior,,"['Financial analysis', 'Tax legislation of RA', 'AS-Enterprise', 'Personnel accounting', 'Tax accounting']","['Time management', 'Problem solving', 'Fast orientation', 'purposefulness', 'determination', 'Proactivity', 'Open-Mindedness']"
25 April 2024,802,Yerevan,"""Max Station"" LLC",Trainer,Human Resources,Full time,Permanent,Mid level,,"['MS Word', 'MS Excel', 'MS Office']",['Personal branding']
25 April 2024,734,Yerevan,Easy Pay,Օժանդակող մասնագետ,Administrative/office-work,Full time,Permanent,Mid level,,['Administrative skills'],[]
25 April 2024,696,Yerevan,ITF LLC,PHP Developer,Software development,Full time,Contract,Senior,,"['Banking legislation of RA', 'Financial analysis']","['Teamwork', 'Fast orientation', 'Strategic thinking']"
25 April 2024,475,Yerevan,DataArt Armenia,"Tech Lead .NET, CRM Software",Software development,Full time,Permanent,Senior,,"['.NET Framework', 'Azure']",['Teamwork']
25 April 2024,863,Yerevan,DataArt Armenia,"QAA (Java, Cypress)",Quality Assurance /Control,Full time,Permanent,Mid level,,['QA'],['Teamwork']
25 April 2024,371,Yerevan,Easy Pay,Բիզնես գործընթացների օպտիմալացման մասնագետ,Business/Management,Full time,Permanent,Mid level,,['Business analysis'],[]
25 April 2024,578,Yerevan,DataArt Armenia,"Android Developer, Online Retailer",Software development,Full time,Permanent,Senior,,['Android'],['Teamwork']
25 April 2024,632,Arzni,Bacon Product LLC,Շուկայագետ,Marketing/Advertising,Full time,Permanent,Mid level,,"['SEO', 'SEM']",['Analytical skills']
25 April 2024,550,Yerevan,"""ASBC"" LLC",Retail Operations Manager,Accounting/Bookkeeping/Cash register,Full time,Permanent,,,['1C:Enterprise 8.3'],"['Positive attitude', 'Time management', 'Problem solving', 'Flexible', 'Detail-oriented']"
21 April 2024,429,Yerevan,«ԷՍԷՌ ՖՈՒԴ» ՍՊԸ,Գլխավոր Տեխնոլոգ,Production,Full time,Permanent,Senior,,[],"['Leadership skills', 'Positive attitude', 'Creative thinking', 'Hardworking']"
25 April 2024,500,Yerevan,Ucom,Գանձապահ Upay ընկերությունում / ք. Երևան /,General/professional/Other services,Full time,Permanent,Junior,,['MS Office'],[]
24 April 2024,421,Ashtarak,SMART AGRO SOLUTIONS CJSC,Chief Agronomist,General/professional/Other services,Full time,Contract,,18000 USD - 55000 USD Net a year,[],[]
25 April 2024,848,Yerevan,Jellyfish Yerevan,Sales Manager,Sales/service management,Full time,Permanent,Mid level,700000 AMD - 1000000 AMD Net a month,[],"['Time management', 'Customer/service oriented']"
25 April 2024,668,Yerevan,Narim LTD,Հաշվետար օպերատոր,Accounting/Bookkeeping/Cash register,Full time,Permanent,Mid level,,['E-invoicing'],[]
25 April 2024,646,Yerevan,Digitain,Procurement Specialist,Procurement/Logistics/Courier,Full time,Permanent,,,['MS Office'],"['Flexible', 'Detail-oriented', 'Multitasking']"
25 April 2024,673,Yerevan,Papaya,Փափայա ընկերությանն անհրաժեշտ է HoReCa մենեջեր,Marketing/Advertising,Full time,Permanent,Senior,,['Business relationship building'],"['Time management', 'Public speaking', 'Flexible']"
25 April 2024,508,Yerevan,PROFAL LLC,Senior Marketing Specialist,Marketing/Advertising,Full time,Civil contract,Senior,,"['Adobe Illustrator', 'Adobe Photoshop', 'Photography']","['Decision making', 'Responsibility', 'Team management', 'Communication Skills']"
25 April 2024,553,Yerevan,Calibri Real Estate Agency,SMM և Մարքեթինգի մասնագետ,Marketing/Advertising,Full time,Other,Senior,,['Marketing strategy'],[]
25 April 2024,657,Yerevan,Polixis,Senior Java Engineer/Team Lead,Software development,Full time,Permanent,Senior,,"['Coding standards', 'Git/Github', 'Hibernate', 'Java']","['Ability to work independently', 'Leadership skills', 'Time management', 'Multitasking']"
07 April 2024,928,Yerevan,Silicon Capital,Deal Manager,Sales/service management,Full time,Freelance,Mid level,1000 EUR - 2000 EUR Net a month,"['Project management', 'English', 'Marketing communications']","['Leadership skills', 'Negotiation  skills', 'Proactive', 'Self confidence', 'Ability to develop and build relationships']"
25 April 2024,563,Noyemberyan,Mobile Centre,Seller-Consultant / Noyemberyan,Sales/service management,Full time,Permanent,Junior,,"['Customer Service skills', '1C', 'PC', 'Computer Science', 'Maintenance']","['Problem solving', 'Customer/service oriented', 'Hardworking', 'Personal discipline', 'enterprising', 'Perseverance', 'resourcefulness']"
25 April 2024,809,Gyumri,Mobile Centre,Seller-Consultant / Gyumri,Sales/service management,Full time,Permanent,Junior,,"['Customer Service skills', '1C', 'PC', 'Computer Science', 'Maintenance']","['Problem solving', 'Customer/service oriented', 'Hardworking', 'Personal discipline', 'enterprising', 'Perseverance', 'resourcefulness']"
25 April 2024,483,Yerevan,Ameriabank CJSC,Sales and Relationship Manager,Sales/service management,Full time,Permanent,Mid level,,['Active Sales'],[]
25 April 2024,816,Yerevan,Atenk Ltd,Շուկայի զարգացման պատասխանատու,Sales/service management,Full time,Permanent,Senior,,[],"['Negotiation  skills', 'Problem solving', 'Conflict resolution skills', 'Customer/service oriented', 'Presentation skills', 'Logical thinking']"
25 April 2024,969,Yerevan,SAS Group,IT Support Specialist,Other IT,Full time,Permanent,Senior,From 250000 AMD Net a month,['1C for sale'],['Personal branding']
25 April 2024,688,Ijevan,“Impulse Business Management” LLC,Restaurant Supervisor,Tourism/Hospitality/HoReCa,Full time,Permanent,Mid level,,['MS Excel'],"['Negotiation  skills', 'Time management', 'Stress management']"
25 April 2024,626,Ijevan,“Impulse Business Management” LLC,Front Desk Supervisor,Tourism/Hospitality/HoReCa,Full time,Permanent,Mid level,,['MS Excel'],"['Leadership skills', 'Negotiation  skills']"
25 April 2024,496,Yerevan,OMD Armenia LLC,Senior Site Reliability Engineer,Software development,Full time,Permanent,Senior,,"['Python', 'DevOps', 'AWS']","['Problem solving', 'Analytical skills']"
25 April 2024,634,Ijevan,“Impulse Business Management” LLC,F&B Manager,Tourism/Hospitality/HoReCa,Full time,Permanent,Mid level,,['MS Excel'],"['Time management', 'Problem solving']"
25 April 2024,855,Yerevan,Galaxy Group of Companies,Chief Finance Officer,Finance Management,Full time,Permanent,,,"['Financial analysis', 'Finance', 'Financial controlling', 'Financial management']","['Time management', 'Problem solving', 'Detail-oriented']"
25 April 2024,661,Yerevan,FastBank CJSC,Իրավաբան՝ Կազմակերպության շահերի պաշտպանության ծառայություն,Legal,Full time,Permanent,,,[],"['Ability to work independently', 'Teamwork']"
25 April 2024,577,Yerevan,TokenWin,CRM Specialist,General/professional/Other services,Full time,Permanent,Mid level,,"['CRM', 'MS Excel', 'Analytics and research', 'Report generation']","['Flexible', 'Detail-oriented', 'Logical thinking', 'Teamwork', 'Result-oriented', 'Communication Skills']"
15 April 2024,1326,Yerevan,"""ԴԻՖՈՐԲԻ"" ՍՊԸ",Ադմինիստրատիվ աշխատանքների համակարգող,Administrative/office-work,Full time,Contract,Mid level,,"['MS Excel', 'Analytical thinking']","['Personal branding', 'Time management', 'Problem solving', 'Flexible']"
25 April 2024,468,Yerevan,ARMECONOMBANK OJSC,Առևտրային վարկավորման վարչության Կորպորատիվ վարկերի տրամադրման բաժնի առաջատար մասնագետ,Banking/credit,Full time,Permanent,Senior,,"['Banking legislation of RA', 'Business management', 'Financial analysis']","['Negotiation  skills', 'Customer/service oriented', 'Flexible', 'Analytical skills', 'Teamwork']"
04 April 2024,644,Yerevan,FINCA UCO CJSC,Senior Procurement Specialist,Procurement/Logistics/Courier,Full time,Permanent,Senior,,"['Analytical and Mathematical skills', 'Configuration of Applications and services']","['Negotiation  skills', 'Time management', 'Conflict resolution skills', 'Teamwork']"
25 April 2024,762,Yerevan,Business Development Group (BDG),Marketing Team Lead,Education/training,Full time,Permanent,Senior,,"['Strategic marketing', 'Marketing management', 'Planning marketing campaigns']",[]
10 April 2024,281,Armavir,"""Ardshinbank"" CJSC",ՓՄՁ բիզնեսի թիմի վերլուծաբան/Արմավիր,Banking/credit,Full time,Permanent,Mid level,,['MS Office'],[]
02 April 2024,319,Ijevan,"""Ardshinbank"" CJSC",ՓՄՁ բիզնեսի թիմի վերլուծաբան/Իջևան,Banking/credit,Full time,Permanent,Mid level,,['MS Office'],[]
10 April 2024,282,Yerevan,"""Ardshinbank"" CJSC",ՓՄՁ բիզնեսի թիմի վերլուծաբան/Երևան,Banking/credit,Full time,Permanent,Mid level,,['MS Office'],[]
02 April 2024,286,Yerevan,"""Ardshinbank"" CJSC",Վարկերի ուղեկցման և գրավների ձևակերպումների բաժնի առաջատար մասնագետ,Banking/credit,Full time,Permanent,Junior,,"['LSoft', 'Lotus notes', 'MS Office']",[]
01 April 2024,330,Yerevan,"""Ardshinbank"" CJSC",Բիզնես գործընթացների կառավարման և մեթոդոլոգիայի ուղղության համակարգող,Banking/credit,Full time,Permanent,Senior,,['MS Office'],[]
02 April 2024,610,Yerevan,Viva-MTS (MTS Armenia CJSC),IT and Services Procurement Specialist,Procurement/Logistics/Courier,Full time,Permanent,Mid level,,[],"['Negotiation  skills', 'Time management', 'Detail-oriented']"
25 April 2024,461,Yerevan,"""ASBC"" LLC",Retail Team Lead,Retail business,Full time,Permanent,,,"['CRM', '1C', 'MS Office']","['Ability to work independently', 'Leadership skills', 'Positive attitude', 'Problem solving', 'Customer/service oriented', 'Detail-oriented', 'Coaching\xa0/mentorship', 'Analytical skills']"
25 April 2024,927,Yerevan,ACBA LEASING CO CJSC,Պայմանագրային և փաստաթղթաշրջանառության բաժնի Ավագ Մասնագետ,Banking/credit,Full time,Permanent,Senior,,['MS Office'],"['Personal branding', 'Customer/service oriented', 'Detail-oriented', 'Teamwork', 'Ability to work under pressure']"
10 April 2024,691,Yerevan,CENTRAL BANK OF ARMENIA,Business Analyst/Process Development and Project Management Department,Product/Project Management,Full time,Other,,,[],"['Leadership skills', 'Negotiation  skills', 'Time management', 'Problem solving', 'Goal-oriented', 'Creativity', 'Organizational skills', 'Communication Skills']"
24 April 2024,953,Yerevan                                            (Remote),OMD Armenia LLC,DevOps Engineer,Software development,Full time,Contract,Mid level,,"['Git/Github', 'Python', 'Docker', 'Kubernetes', 'CI/CD']","['Attention to details', 'Communication']"
24 April 2024,1161,Yerevan,CreedRoomz,Տեսահսկման բաժնի աշխատակից,Security,Full time,Permanent,Junior,,['Windows Server'],['Detail-oriented']
24 April 2024,913,Yerevan,CreedRoomz,"Chat Moderator (Armenian, English, Russian)",Foreign language,Full time,Permanent,Junior,,['Monitoring and evaluation'],"['Ability to work independently', 'Written communication skills']"
24 April 2024,1310,Yerevan,Big Projects,Account Manager,Sales/service management,Full time,Permanent,,From 100000 AMD Net a month,[],"['Organizational skills', 'enterprising', 'Responsibility']"
24 April 2024,635,Yerevan,IDBank CJSC,Corporate Lending Leading Analyst,Banking/credit,Full time,Permanent,Mid level,,"['Analytical and Mathematical skills', 'MS Excel']","['Time management', 'Problem solving', 'Teamwork']"
24 April 2024,610,Yerevan,SOFT CONSULTING,Sales Manager (Arabic speaker),Other IT,Full time,Permanent,Senior,,"['Sales/service experience', 'Customer Service skills']","['Leadership skills', 'Negotiation  skills', 'Written communication skills', 'Positive attitude', 'Time management', 'Customer/service oriented', 'Goal-oriented', 'Result-oriented', 'Research skills', 'Communication']"
24 April 2024,474,Yerevan,Ucom,Իրավական պարտավորությունների մասնագետ,Security,Full time,Permanent,Junior,,[],['Security']
24 April 2024,793,Yerevan,"""INGO ARMENIA"" Insurance CJSC",ՏՏ մասնագետ,Software development,Full time,Permanent,Mid level,,[],"['Ability to work independently', 'Problem solving']"
24 April 2024,670,Yerevan,Golden SB Tech Group,Digital Marketing Specialist,Marketing/Advertising,Full time,Permanent,Senior,,"['Digital marketing', 'Facebook Ads', 'Google analytics', 'Google Ads', 'Social media']","['Positive attitude', 'Time management', 'Flexible', 'Teamwork']"
24 April 2024,581,Yerevan,Golden SB Tech Group,SEO specialist,Marketing/Advertising,Full time,Permanent,Senior,,"['SEO', 'Google AdWords', 'Google analytics', 'HTML/CSS']","['Positive attitude', 'Time management', 'Flexible', 'Teamwork']"
24 April 2024,897,Yerevan,Shtigen Group,Sales support specialist,Sales/service management,Full time,Permanent,Mid level,,['1C'],"['Flexible', 'Goal-oriented', 'Analytical skills', 'Fast learning ability']"
24 April 2024,870,Yerevan,HNet LLC,Օպերատոր,Consultancy,Full time,Permanent,,,[],['Personal branding']
24 April 2024,636,Yerevan,Brandon marketing,Մարքեթինգի մասնագետ,Marketing/Advertising,Full time,Permanent,Mid level,,"['Digital marketing', 'Strategic marketing', 'Market analysis']","['Ability to work independently', 'Leadership skills']"
24 April 2024,569,Yerevan,Smart Corner,Vue.js Developera,Software development,Full time,Permanent,Mid level,,['JavaScript Frameworks'],[]
24 April 2024,637,Yerevan,Golden SB Tech Group,DevOps Engineer,Software development,Full time,Permanent,Senior,,"['VMware', 'Docker', 'AWS', 'CI/CD']","['Positive attitude', 'Time management', 'Flexible', 'Teamwork']"
24 April 2024,578,Abovyan,Telcell,Սպասարկող - գանձապահ,Sales/service management,Full time,Permanent,Mid level,,"['MS Office', 'Russian language', 'ARMSOFT']","['Ability to work independently', 'Negotiation  skills', 'Decision making', 'Ability to work under pressure']"
24 April 2024,624,Yerevan,Golden SB Tech Group,Laravel (Full Stack) Developer,Software development,Full time,Permanent,Senior,,"['Bootstrap', 'PHP Frameworks', 'MySQL', 'PostgreSQL', 'Laravel']","['Positive attitude', 'Time management', 'Flexible', 'Teamwork']"
24 April 2024,489,Yerevan,Telcell,Կորպորատիվ վաճառքի մասնագետ,Sales/service management,Full time,Permanent,Mid level,,['Knowledge of Russian and English languages'],"['Negotiation  skills', 'Time management', 'Customer/service oriented', 'Presentation skills', 'Goal-oriented', 'Fast learning ability']"
24 April 2024,393,Yerevan,Telcell,Ներքին դիտարկումների մասնագետ (ՓԼ/ԱՖ),Banking/credit,Full time,Permanent,,,['AML system'],[]
24 April 2024,495,Yerevan,Telcell,Մերչենդայզեր,Sales/service management,Full time,Permanent,Mid level,,[],"['Presentation skills', 'Decision making', 'Ability to work under pressure', 'Ability to keep deadlines']"
10 April 2024,603,Yerevan,VTB Bank (Armenia),Վաճառքի մասնագետ,Sales/service management,Full time,Permanent,Mid level,,[],"['Time management', 'Problem solving', 'Teamwork', 'Fast learning ability']"
10 April 2024,517,Hrazdan,VTB Bank (Armenia),Ապառիկ վաճառքի գծով մասնագետ ք․ Հրազդան,Banking/credit,Full time,Permanent,Mid level,,[],"['Negotiation  skills', 'Problem solving', 'Flexible', 'Fast orientation']"
10 April 2024,580,Yerevan,VTB Bank (Armenia),Ապառիկ վաճառքի գծով մասնագետ,Sales/service management,Full time,Permanent,Mid level,,[],['Hardworking']
10 April 2024,599,Yerevan,VTB Bank (Armenia),Կոնտակտային կենտրոնի մասնագետ,Banking/credit,Full time,Permanent,Mid level,,['Sales/service experience'],"['Customer/service oriented', 'Teamwork', 'Ability to work under pressure']"
24 April 2024,781,Yerevan,Golden SB Tech Group,C# Backend Developer,Software development,Full time,Permanent,Mid level,,"['.NET Framework', 'SQL', 'ASP.NET', 'OOD', 'Web API', 'OOP', 'C#']","['Positive attitude', 'Time management', 'Flexible', 'Teamwork']"
24 April 2024,1310,Yerevan,Golden SB Tech Group,"FrontEnd (React JS, Vue JS) Developer",Software development,Full time,Permanent,Mid level,,"['SQL', 'React.js', 'Vue js', 'Front-End', 'REST API']","['Positive attitude', 'Time management', 'Flexible', 'Teamwork']"
24 April 2024,501,Yerevan,Best Group LLC,Մարքեթինգի ավագ մասնագետ,Marketing/Advertising,Full time,Permanent,Senior,,['Facebook Ads'],[]
19 April 2024,549,Yerevan,IDBank CJSC,Արտոնյալ բանկային ծառայությունների բաժնի Անհատական մենեջեր,Banking/credit,Full time,Permanent,,,['LSoft'],['Customer/service oriented']
14 April 2024,924,Yerevan,Inecobank CJSC,Security Officer,Security,Full time,Permanent,,,['Workplace safety standards'],[]
24 April 2024,818,Verin Ptghni,Koton Armenia,Financial specialist,Finance Management,Full time,Permanent,,,['Financial analysis'],[]
24 April 2024,431,Yerevan,ԿՐԵԴՈ ՖԻՆԱՆՍ ՈՒՎԿ ՓԲԸ,Շրջիկ վարկային մասնագետ բոլոր մասնաճյուղերի համար,Banking/credit,Full time,Permanent,Junior,,[],"['Personal branding', 'Time management', 'Customer/service oriented', 'Flexible', 'Detail-oriented', 'Teamwork']"
24 April 2024,478,Yerevan,ԿՐԵԴՈ ՖԻՆԱՆՍ ՈՒՎԿ ՓԲԸ,Վարկային մասնագետ /Աջափնյակ/ մասնաճյուղում,Banking/credit,Full time,Permanent,Junior,,[],"['Positive attitude', 'Problem solving', 'Conflict resolution skills', 'Adaptability', 'Logical thinking', 'Teamwork']"
24 April 2024,898,Yerevan,Shtigen Group,Manager of the Commercial Department,Sales/service management,Full time,Permanent,Senior,,"['MS Windows, MS Office']",[]
24 April 2024,1470,Yerevan,RED Invest Group,Red Invest Group Internship Program,Sales/service management,Full time,Internship,Student,,[],"['Self-Starter', 'Agile approach', 'Communication']"
24 April 2024,777,Verin Ptghni,Koton Armenia,Brand Manager Assistant,Business/Management,Full time,Permanent,,,['Business management'],[]
24 April 2024,490,Yerevan,UNICOMP CJSC,B2C Salesperson,Sales/service management,Full time,Permanent,Mid level,,[],['Problem solving']
24 April 2024,464,Yerevan,UNICOMP CJSC,B2B Salesperson,Sales/service management,Full time,Permanent,Mid level,,[],['Problem solving']
